stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,RSU,Trasporto pubblico locale,PERSONALE SOC. GTT DI TORINO SETTORE VIAGGIANTE URBANO,24 ORE,Locale,null,08/08/2022,Piemonte,Torino,08/08/2022 14:40,2022-09-16,2022-09-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,RSU,Trasporto pubblico locale,PERSONALE SOC. GTT DI TORINO SETTORE VIAGGIANTE URBANO E SUB URBANO,4 ORE: DALLE 18.00 ALLE 22.00,Locale,null,01/09/2022,Piemonte,Torino,01/09/2022 12:18,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,8 ORE CON MODALITA' TERRITORIALI,Nazionale,null,13/09/2022,Italia,Tutte,13/09/2022 16:58,2022-09-16,2022-09-16
Effettuato,15/09/2022,15/09/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. TPER PROVINCE DI BOLOGNA E FERRARA,4 ORE: DALLE 11.30 ALLE 15.30,Territoriale,null,02/09/2022,Emilia-Romagna,Bologna,05/09/2022 11:09,2022-09-15,2022-09-15
"Revocato (include le azioni di revoca, sospensione e differimento)",14/09/2022,14/09/2022,OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,06/07/2022,Lombardia,Pavia,09/09/2022 11:48,2022-09-14,2022-09-14
"Revocato (include le azioni di revoca, sospensione e differimento)",14/09/2022,14/09/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,12/08/2022,Umbria,Tutte,12/08/2022 14:39,2022-09-14,2022-09-14
Effettuato,13/09/2022,13/09/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE AZIENDE TPL DELLA REGIONE TRENTINO ALTO ADIGE,4 ORE VARIE MODALITA',Regionale,null,01/09/2022,Trentino-Alto Adige,Tutte,01/09/2022 15:41,2022-09-13,2022-09-13
Effettuato,12/09/2022,12/09/2022,CUB,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,ADESIONE O.S. CUB TRASPORTI - ESCLUSIONE DELLA SOC. ENAV E DUSSMANN SERVICE E SPD DELL'AEROPORTO DI MALPENSA,21/07/2022,Italia,Tutte,21/07/2022 13:26,2022-09-12,2022-09-12
Effettuato,12/09/2022,12/09/2022,FLAI TRASPORTI E SERVIZI,Aereo,LAVORATORI IMPRESE SERVIZI AEROPORTUALI DI HANDLING,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,26/07/2022,Italia,Tutte,27/07/2022 09:12,2022-09-12,2022-09-12
Effettuato,12/09/2022,12/09/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA VENETO DI PADOVA,24 ORE,Locale,null,01/09/2022,Veneto,Padova,01/09/2022 22:44,2022-09-12,2022-09-12
Effettuato,12/09/2022,22/09/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL,Marittimo,PERSONALE AUTORITA' DI SISTEMA PORTUALE DEL MAR TIRRENO SETTENTRIONALE,2 ORE PER OGNI TURNO PREVISTO DALLE 00.00 DEL 12/9 ALLE 24.00 DEL 20/9; SETT. AMM.VO DALLE 00.00 DEL 21/9 ALLE 24.00 DEL 22/9,Provinciale,null,02/09/2022,Toscana,Livorno,02/09/2022 07:56,2022-09-12,2022-09-22
Effettuato,12/09/2022,12/09/2022,OSR FIT-CISL,Aereo,PERSONALE AEROPORTUALE SOC. AVIATION SERVICES DI VENEZIA,24 ORE: DALLE 00.01 ALLE 23.59,Interregionale,null,06/07/2022,Italia,Tutte,06/07/2022 09:17,2022-09-12,2022-09-12
Effettuato,12/09/2022,12/09/2022,OST CUB TRASPORTI,Aereo,PERSONALE DELLA SOC. MLE-BCUBE AEROPORTO DI MILANO LINATE,4 ORE: DALLE 12.00 ALLE 16.00,Nazionale,null,23/08/2022,Italia,Tutte,23/08/2022 12:42,2022-09-12,2022-09-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/09/2022,12/09/2022,OST UGL-TA,Aereo,PERSONALE SOC. ENAV APT BOLOGNA,24 ORE,Interregionale,null,22/08/2022,Emilia-Romagna,Tutte,22/08/2022 13:39,2022-09-12,2022-09-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/09/2022,12/09/2022,RSA UGL-TA,Aereo,"PERSONALE SOC. ENAV COMPARTO FPDIM SALE OPERATIVE ARO CBO ROMA, MILANO E NOF ITALIA",24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,02/08/2022,Italia,Tutte,02/08/2022 20:39,2022-09-12,2022-09-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/09/2022,12/09/2022,RSA UGL-TA,Aereo,PERSONALE SOC. ENAV APT PERUGIA,24 ORE: DALLE 00.01 ALLE 23.59,Locale,null,10/08/2022,Umbria,Perugia,10/08/2022 19:41,2022-09-12,2022-09-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/09/2022,12/09/2022,RSA UILT-UIL/UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI TORINO CASELLE,24 ORE: DALLE 00.00 ALLE 23.59,Interregionale,null,03/08/2022,Italia,Tutte,03/08/2022 10:17,2022-09-12,2022-09-12
Effettuato,12/09/2022,12/09/2022,USB LAVORO PRIVATO,Aereo,PERSONALE DIPENDENTE AZIENDE TRASPORTO AEREO E INDOTTO,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,"ESCLUSO PERSONALE SOCC. ENAV, DUSSMANN, SPD",31/08/2022,Italia,Tutte,31/08/2022 12:43,2022-09-12,2022-09-12
"Revocato (include le azioni di revoca, sospensione e differimento)",11/09/2022,11/09/2022,RSA FILT-CGIL/FIT-CISL,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,8 ORE: DALLE 10.00 ALLE 18.00,Nazionale,null,03/08/2022,Italia,Tutte,03/08/2022 18:38,2022-09-11,2022-09-11
"Revocato (include le azioni di revoca, sospensione e differimento)",11/09/2022,11/09/2022,RSA UILT-UIL,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,24 ORE,Nazionale,null,29/07/2022,Italia,Tutte,29/07/2022 12:41,2022-09-11,2022-09-11
Effettuato,09/09/2022,09/09/2022,FAISA-CISAL,Ferroviario,"PERSONALE MOBILE SOCC. TRENITALIA, ITALO NTV, TRENORD E TRENITALIA TPER",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,null,03/09/2022,Italia,Tutte,03/09/2022 20:03,2022-09-09,2022-09-09
Effettuato,09/09/2022,09/09/2022,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/SLM-FAST-CONFSAL/ORSA TRASPORTI,Ferroviario,"PERSONALE MOBILE SOCC. TRENITALIA, ITALO NTV, TRENORD E TRENITALIA TPER",8 ORE: DALLE 9.01 ALLE 16.59,Nazionale,null,03/09/2022,Italia,Tutte,03/09/2022 14:54,2022-09-09,2022-09-09
Effettuato,09/09/2022,09/09/2022,FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/SLM-FAST-CONFSAL/ORSA TRASPORTI,Ferroviario,PERSONALE MOBILE SOC. SNCF VOYAGES ITALIA,8 ORE: DALLE 9.01 ALLE 16.59,Nazionale,null,05/09/2022,Italia,Tutte,05/09/2022 10:53,2022-09-09,2022-09-09
Effettuato,09/09/2022,10/09/2022,FISI,Plurisettoriale,"SCIOPERO GENERALE PER TUTTI I SETTORI DELLA PUBBLICA AMMINISTRAZIONE, PUBBLICI E PRIVATI DELLA SANITA' E DELLA SCUOLA",48 ORE: DALLE 23.59 DELL'8/9 ALLE 23.59 DEL 10/9,Nazionale,null,26/07/2022,Italia,Tutte,26/07/2022 16:10,2022-09-09,2022-09-10
Effettuato,06/09/2022,06/09/2022,OSP ADL,Aereo,"PERSONALE SOCC. DUSMANN SERVICE, SPD ADDETTO A PULIZIE AEROPORTO MILANO MALPENSA",24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,14/07/2022,Italia,Tutte,14/07/2022 09:52,2022-09-06,2022-09-06
Effettuato,05/09/2022,05/09/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/SIAL-COBAS/UGL-FNA + RSU,Trasporto pubblico locale,PERSONALE SOC. TPL LINEA DI SAVONA,4 ORE: DALLE 10.15 ALLE 14.15,Locale,null,29/07/2022,Liguria,Savona,03/08/2022 00:00,2022-09-05,2022-09-05
Effettuato,05/09/2022,05/09/2022,OSR UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ATM REGIONE MOLISE,4 ORE: DALLE 19.00 ALLE 23.00,Regionale,null,01/08/2022,Molise,Tutte,01/08/2022 09:15,2022-09-05,2022-09-05
Effettuato,04/09/2022,04/09/2022,OSR ORSA TRASPORTI,Ferroviario,PERSONALE SOC. TRENITALIA DIV. BUSINESS AV REGIONE MARCHE,23 ORE: DALLE 01.00 ALLE 23.59,Regionale,null,17/08/2022,Marche,Tutte,17/08/2022 09:25,2022-09-04,2022-09-04
"Revocato (include le azioni di revoca, sospensione e differimento)",04/09/2022,04/09/2022,OSR UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ATM REGIONE MOLISE,4 ORE: DALLE 19.00 ALLE 23.00,Regionale,null,30/07/2022,Molise,Tutte,30/07/2022 15:47,2022-09-04,2022-09-04
Effettuato,27/08/2022,27/08/2022,OST CUB TRASPORTI,Marittimo,PERSONALE DELLA SOC. LSCT PORTO DI LA SPEZIA,24 ORE PER TUTTI I TURNI DI LAVORO,Aziendale,null,11/08/2022,Liguria,La Spezia,11/08/2022 11:05,2022-08-27,2022-08-27
Effettuato,05/08/2022,05/08/2022,OSR FILT-CGIL/FIT-CISL/SLM-FAST/ORSA TRASPORTI,Trasporto merci,PERSONALE DI ESERCIZIO SOC. INTEROPORTO SERVIZI CARGO DI NAPOLI,8 ORE: DALLE 15.00 ALLE 22.59,Locale,null,22/07/2022,Campania,Napoli,22/07/2022 15:46,2022-08-05,2022-08-05
Effettuato,27/07/2022,27/07/2022,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,3 ORE E 30': DALLE 20.30 ALLE 24.00,Locale,null,17/07/2022,Liguria,Genova,17/07/2022 11:11,2022-07-27,2022-07-27
Effettuato,27/07/2022,27/07/2022,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),3 ORE: DALLE 21.00 ALLE 24.00,Locale,null,16/07/2022,Calabria,Cosenza,18/07/2022 06:11,2022-07-27,2022-07-27
Effettuato,27/07/2022,27/07/2022,OST UILT-UIL/FAISA-CISAL/CSS + RSA,Trasporto pubblico locale,PERSONALE SOC. CTM DI CAGLIARI,3 ORE E 28': DALLE 20.31 ALLE 23.59,Locale,null,15/07/2022,Sardegna,Cagliari,16/07/2022 09:05,2022-07-27,2022-07-27
"Revocato (include le azioni di revoca, sospensione e differimento)",25/07/2022,25/07/2022,FILT-CGIL,Circolazione e sicurezza stradale,PERSONALE SOC. GSA SERVIZI PRIMO INTERVENTO E ANTINCENDIO PRESSO CONCESSIONARIE AUTOSTRADALI,4 ORE: DALLE 11.00 ALLE 15.00,Nazionale,null,13/07/2022,Italia,Tutte,13/07/2022 12:22,2022-07-25,2022-07-25
Effettuato,25/07/2022,25/07/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE AZIENDE TPL DELLA REGIONE UMBRIA,4 ORE: DALLE 17.30 ALLE 21.30,Regionale,null,14/07/2022,Umbria,Tutte,14/07/2022 18:43,2022-07-25,2022-07-25
Effettuato,24/07/2022,24/07/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST/ORSA,Appalti ferroviari,PERSONALE SOC. DUSSMANN LOTTI REGIONE LIGURIA,PRIMA META' DI CIASCUN TURNO,Regionale,null,12/07/2022,Liguria,Tutte,12/07/2022 16:54,2022-07-24,2022-07-24
Effettuato,24/07/2022,25/07/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/SLM-FAST/ORSA FERROVIE/ASGB + RSU 42,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DBR TRENTINO ALTO ADIGE,23 ORE: DALLE 02.00 DEL 24/7 ALLE 01.00 DEL 25/7,Regionale,null,14/06/2022,Trentino-Alto Adige,Tutte,14/06/2022 17:50,2022-07-24,2022-07-25
"Revocato (include le azioni di revoca, sospensione e differimento)",24/07/2022,25/07/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/SLM-FAST/ORSA FERROVIE/ASGB + RSU 42,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DBR TRENTINO ALTO ADIGE,23 ORE: DALLE 02.00 DEL 24/7 ALLE 01.00 DEL 25/7,Regionale,null,08/06/2022,Trentino-Alto Adige,Tutte,08/06/2022 10:00,2022-07-24,2022-07-25
Effettuato,24/07/2022,24/07/2022,OSR ORSA FERROVIE,Ferroviario,PERSONALE CSVD (CUSTOMER SERVICE E VENDITA DIRETTA) DELLA SOC. TRENITALIA REGIONE LOMBARDIA,24 ORE: DALLE 00.01 ALLE 23.59,Regionale,null,13/07/2022,Lombardia,Tutte,13/07/2022 17:08,2022-07-24,2022-07-24
"Revocato (include le azioni di revoca, sospensione e differimento)",24/07/2022,24/07/2022,OSR ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,24 ORE,Locale,null,09/07/2022,Campania,Napoli,09/07/2022 19:09,2022-07-24,2022-07-24
Effettuato,23/07/2022,23/07/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA VENETO DI PADOVA,24 ORE,Locale,null,12/07/2022,Veneto,Padova,12/07/2022 11:20,2022-07-23,2022-07-23
Effettuato,23/07/2022,23/07/2022,OST SGB AUTOFERROTRANVIERI,Trasporto pubblico locale,"PERSONALE SOCC. ACTV, VELA E AVM DI VENEZIA",3 ORE: DALLE 19.31 ALLE 22.31,Locale,null,07/07/2022,Veneto,Venezia,07/07/2022 15:37,2022-07-23,2022-07-23
Effettuato,22/07/2022,22/07/2022,OSP SLM-FAST-CONFSAL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE DELLA SOC. FERROVIE DELLA CALABRIA DEL DEPOSITO DI ROTA GRECA DEL CENTRO AUTOMOBILISTICO DI COSENZA,4 ORE: DALLE 11.30 ALLE 15.30,Locale,null,14/06/2022,Calabria,Cosenza,14/06/2022 20:27,2022-07-22,2022-07-22
Effettuato,22/07/2022,22/07/2022,OSR FILT-CGIL/FIT-CISL/UGL FERROVIERI/ORSA TRASPORTI,Ferroviario,"PERSONALE SOC. TRENITALIA SETTORI DBR, DIREZIONE BUSINESS AV, DB-IC DELLA CALABRIA",8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,28/06/2022,Calabria,Tutte,28/06/2022 09:17,2022-07-22,2022-07-22
Effettuato,22/07/2022,22/07/2022,OSR ORSA TRASPORTI,Ferroviario,PERSONALE SOC. TRENITALIA DIV. BUSINESS AV REGIONE MARCHE,8 ORE: DALLE 09.01 ALLE 17.00,Regionale,null,08/07/2022,Marche,Tutte,08/07/2022 09:17,2022-07-22,2022-07-22
"Revocato (include le azioni di revoca, sospensione e differimento)",22/07/2022,22/07/2022,OSR UILT-UIL,Circolazione e sicurezza stradale,"PERSONALE SOC. GSA SERVIZI PRIMO INTERVENTO E ANTINCENDIO PRESSO TRATTE AUTOSTRADALI A6, A7, A10, A12, A26 REGIONE LIGURIA",4 ORE: DALLE 08.00 ALLE 12.00,Regionale,null,15/07/2022,Liguria,Tutte,22/07/2022 11:00,2022-07-22,2022-07-22
Effettuato,22/07/2022,22/07/2022,OSR UILT-UIL/SLM-FAST-CONFSAL,Ferroviario,PERSONALE EQUIPAGGI SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE CALABRIA,8 ORE: DALLE 9.01 ALLE 17.00,Regionale,null,06/07/2022,Calabria,Tutte,18/07/2022 12:45,2022-07-22,2022-07-22
"Revocato (include le azioni di revoca, sospensione e differimento)",22/07/2022,22/07/2022,OST FILT-CGIL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,PERSONALE SOC. SGM DI LECCE,24 ORE,Locale,null,06/07/2022,Puglia,Lecce,06/07/2022 23:54,2022-07-22,2022-07-22
Effettuato,21/07/2022,21/07/2022,OST A.L. COBAS,Trasporto pubblico locale,PERSONALE GRUPPO ATM DI MILANO,4 ORE VARIE MODALITA',Territoriale,null,21/06/2022,Lombardia,Tutte,21/06/2022 13:12,2022-07-21,2022-07-21
"Revocato (include le azioni di revoca, sospensione e differimento)",20/07/2022,21/07/2022,FEDERTAXI CISAL/SILT,Taxi,FERMO NAZIONALE SERVIZIO TAXI,48 ORE: DALLE 00.00 DEL 20/7 ALLE 24.00 DEL 21/7,Nazionale,null,10/07/2022,Italia,Tutte,10/07/2022 10:41,2022-07-20,2022-07-21
Effettuato,19/07/2022,19/07/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AF/FAST/ORSA,Ferroviario,PERSONALE SOC. RFI DIREZIONE FABBRICATI VIAGGIATORI MILANO,8 ORE: DALLE 9.01 ALLE 16.59,Territoriale,null,21/06/2022,Lombardia,Milano,21/06/2022 13:06,2022-07-19,2022-07-19
Effettuato,18/07/2022,22/07/2022,TRASPORTOUNITO FIAP/PMIA AUTOTRASPORTO/CEPI F.T./UNILAVORO PMI/CONFIMEA F.T./ANAP/ASS. 3 ASSI/SATI,Trasporto merci,FERMO NAZIONALE SERVIZI AUTOTRASPORTO MERCI,120 ORE: DALLE 00.00 DEL 18/7 ALLE 24.00 DEL 22/7,Nazionale,null,22/06/2022,Italia,Tutte,23/06/2022 13:29,2022-07-18,2022-07-22
Effettuato,17/07/2022,17/07/2022,CUB,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,SCIOPERO STRAORDINARIO DALLE 00.01 DEL 5/7 ALLE 23.59 DEL 26/7 - ADESIONE O.S. CUB TRASPORTI,16/06/2022,Italia,Tutte,16/06/2022 08:46,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,FILCAMS-CGIL/FISASCAT-CISL/UILTUCS-UIL,Aereo,PERSONALE DEGLI ISTITUTI ED IMPRESE DELLA VIGILANZA PRIVATA OPERANTE NEI SEDIMI AEROPORTUALI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,21/06/2022,Italia,Tutte,21/06/2022 22:08,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,FILT-CGIL/FIT-CISL/UILT-UIL,Aereo,PERSONALE SOC. ENAV,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,25/06/2022,Italia,Tutte,25/06/2022 11:27,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,FILT-CGIL/UILT-UIL,Aereo,"PERSONALE DELLE COMPAGNIE AEREE RYANAIR LIMITED, MALTA AIR E CREWLINK",4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,30/06/2022,Italia,Tutte,30/06/2022 16:11,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,FLAI TRASPORTI E SERVIZI,Aereo,LAVORATORI IMPRESE SERVIZI AEROPORTUALI DI HANDLING,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,03/07/2022,Italia,Tutte,04/07/2022 09:57,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,OSR FILT-CGIL/UILT-UIL/UGL TA/USB LAVORO PRIVATO,Aereo,PERSONALE SOCC. TOSCANA AEROPORTI E TOSCANA AEROPORTI HANDLING SCALI DI FIRENZE E PISA,4 ORE: DALLE 14.00 ALLE 18.00,Locale,SCIOPERO DELLO STRAORDINARIO DAL 5/7 AL 26/7,01/07/2022,Toscana,Tutte,02/07/2022 09:18,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,OSR FIT-CISL,Aereo,PERSONALE SOCC. TOSCANA AEROPORTI E TOSCANA AEROPORTI HANDLING SCALI DI FIRENZE E PISA,4 ORE: DALLE 14.00 ALLE 18.00,Locale,null,05/07/2022,Toscana,Tutte,05/07/2022 13:12,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,OST FIT-CISL,Aereo,PERSONALE SOC. ENAV APT BOLOGNA,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,27/06/2022,Emilia-Romagna,Tutte,27/06/2022 12:46,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA FILT-CGIL/FIT-CISL,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,17/06/2022,Italia,Tutte,17/06/2022 12:35,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA,Aereo,PERSONALE SOC. ENAV ACC ROMA,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,18/06/2022,Italia,Tutte,18/06/2022 10:09,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA,Aereo,"PERSONALE SOC. ENAV COMPARTO FPDIM DELLE SALE OPERATIVE ARO CBO ROMA E MILANO, E NOF ITALIA",4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,04/07/2022,Italia,Tutte,04/07/2022 09:13,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA,Aereo,PERSONALE SOC. ENAV APT NAPOLI CAPODICHINO,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,22/06/2022,Italia,Tutte,22/06/2022 19:22,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA,Aereo,PERSONALE SOC. ENAV APT PERUGIA,4 ORE: DALLE 14.00 ALLE 18.00,Locale,null,30/05/2022,Umbria,Perugia,30/05/2022 13:00,2022-07-17,2022-07-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC DI BRINDISI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,SCIOPERO PRESTAZIONI STRAORDINARIE DALLE 00.01 DEL 5/7 ALLE 24.00 DEL 26/7,15/06/2022,Italia,Tutte,15/06/2022 21:14,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,21/06/2022,Italia,Tutte,21/06/2022 11:17,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI LAMEZIA TERME (CZ),4 ORE: DALLE 14.00 ALLE 18.00,Regionale,null,24/06/2022,Calabria,Tutte,24/06/2022 10:14,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC MILANO,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,27/06/2022,Italia,Tutte,27/06/2022 18:16,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI ROMA CIAMPINO,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,30/06/2022,Italia,Tutte,30/06/2022 18:51,2022-07-17,2022-07-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/07/2022,17/07/2022,RSA UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI ROMA CIAMPINO,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,04/07/2022,Italia,Tutte,04/07/2022 09:30,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UILT-UIL,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,27/05/2022,Italia,Tutte,27/05/2022 13:41,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UILT-UIL/UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI TORINO CASELLE,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,04/07/2022,Italia,Tutte,04/07/2022 09:19,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV DEL C.A. DI BOLOGNA,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,15/06/2022,Emilia-Romagna,Tutte,15/06/2022 11:07,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV ACC ROMA,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,20/06/2022,Italia,Tutte,20/06/2022 10:31,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV ACC PADOVA,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,27/06/2022,Italia,Tutte,27/06/2022 09:14,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV C.A. DI BRINDISI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,05/07/2022,Italia,Tutte,05/07/2022 09:29,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV C.A. DI PESCARA,4 ORE: DALLE 14.00 ALLE 18.00,Locale,null,31/05/2022,Abruzzo,Pescara,31/05/2022 10:52,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,RSU,Aereo,"PERSONALE SOC. TECHNO SKY CA MILANO LINATE, ACC MILANO,  MONTE SETTEPANI",14 ORE: DALLE 07.00 ALLE 21.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 5/7 AL 26/7,20/06/2022,Italia,Tutte,20/06/2022 10:58,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,UGL-TA,Aereo,PERSONALE SOC. ENAV,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,26/05/2022,Italia,Tutte,26/05/2022 11:59,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,UGL-TA,Aereo,PERSONALE SOC. ENAV APT BOLOGNA,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,30/05/2022,Italia,Tutte,30/05/2022 10:34,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,30/06/2022,Italia,Tutte,30/06/2022 16:28,2022-07-17,2022-07-17
Effettuato,17/07/2022,17/07/2022,UILT-UIL,Aereo,PERSONALE SOC. VOLOTEA,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,30/06/2022,Italia,Tutte,30/06/2022 16:35,2022-07-17,2022-07-17
